Gene stable ID version,Rat gene stable ID,Mouse gene stable ID
ENSG00000075188.9,ENSRNOG00000004727,ENSMUSG00000035351
ENSG00000065427.15,ENSRNOG00000019456,ENSMUSG00000031948
ENSG00000145375.9,ENSRNOG00000017462,ENSMUSG00000027722
ENSG00000173275.13,ENSRNOG00000050562,ENSMUSG00000073176
ENSG00000081181.8,ENSRNOG00000053811,ENSMUSG00000021125
ENSG00000113742.14,ENSRNOG00000033169,ENSMUSG00000020300
ENSG00000123131.13,ENSRNOG00000003763,ENSMUSG00000025289
ENSG00000160396.9,ENSRNOG00000020835,ENSMUSG00000040424
ENSG00000085276.19,ENSRNOG00000012645,ENSMUSG00000027684
ENSG00000197019.5,ENSRNOG00000024363,ENSMUSG00000008384
ENSG00000100568.11,ENSRNOG00000060436,ENSMUSG00000021124
ENSG00000164056.11,ENSRNOG00000025371,ENSMUSG00000037211
ENSG00000167565.13,ENSRNOG00000037690,ENSMUSG00000055200
ENSG00000242498.8,ENSRNOG00000014589,ENSMUSG00000039043
ENSG00000089053.13,ENSRNOG00000001316,ENSMUSG00000029472
ENSG00000114948.13,ENSRNOG00000012424,ENSMUSG00000025964
ENSG00000084092.7,ENSRNOG00000002055,ENSMUSG00000036285
ENSG00000166974.13,ENSRNOG00000049681,ENSMUSG00000024277
ENSG00000072042.13,ENSRNOG00000054770,ENSMUSG00000066441
ENSG00000172724.12,ENSRNOG00000015668,ENSMUSG00000071005
ENSG00000179751.7,ENSRNOG00000019879,ENSMUSG00000084174
ENSG00000047315.17,ENSRNOG00000024779,ENSMUSG00000029250
ENSG00000133030.22,ENSRNOG00000003226,ENSMUSG00000005417
ENSG00000147955.18,ENSRNOG00000014604,ENSMUSG00000036078
ENSG00000100092.24,ENSRNOG00000009360,ENSMUSG00000022436
ENSG00000261609.8,ENSRNOG00000012671,ENSMUSG00000052557
ENSG00000148308.18,ENSRNOG00000010981,ENSMUSG00000026816
ENSG00000139988.10,ENSRNOG00000056553,ENSMUSG00000021123
ENSG00000166136.16,ENSRNOG00000014078,ENSMUSG00000025204
ENSG00000007384.15,ENSRNOG00000020594,ENSMUSG00000020282
ENSG00000074219.14,ENSRNOG00000020695,ENSMUSG00000030796
ENSG00000144228.9,ENSRNOG00000005070,ENSMUSG00000026771
ENSG00000070614.15,ENSRNOG00000019014,ENSMUSG00000054008
ENSG00000186812.13,ENSRNOG00000048101,ENSMUSG00000024276
ENSG00000136327.7,ENSRNOG00000022970,ENSMUSG00000058669
ENSG00000166135.14,ENSRNOG00000014234,ENSMUSG00000036450
ENSG00000198807.13,ENSRNOG00000065348,ENSMUSG00000001497
ENSG00000103148.17,ENSRNOG00000020541,ENSMUSG00000020289
ENSG00000136542.9,ENSRNOG00000004645,ENSMUSG00000026828
ENSG00000100097.12,ENSRNOG00000009884,ENSMUSG00000068220
ENSG00000072415.10,ENSRNOG00000008788,ENSMUSG00000021112
ENSG00000119906.13,ENSRNOG00000014482,ENSMUSG00000036097
ENSG00000165182.12,ENSRNOG00000051365,ENSMUSG00000118554
ENSG00000113269.14,ENSRNOG00000046330,ENSMUSG00000020376
ENSG00000100554.12,ENSRNOG00000009080,ENSMUSG00000021114
ENSG00000163453.11,ENSRNOG00000002050,ENSMUSG00000036256
ENSG00000273899.5,ENSRNOG00000010209,ENSMUSG00000033099
ENSG00000162688.17,ENSRNOG00000016214,ENSMUSG00000033400
ENSG00000172466.16,ENSRNOG00000016562,ENSMUSG00000051469
ENSG00000176381.6,ENSRNOG00000070586,ENSMUSG00000055945
ENSG00000084093.19,ENSRNOG00000002074,ENSMUSG00000029249
ENSG00000152128.13,ENSRNOG00000003769,ENSMUSG00000026347
ENSG00000185189.18,ENSRNOG00000029535,ENSMUSG00000075590
ENSG00000111144.10,ENSRNOG00000004494,ENSMUSG00000015889
ENSG00000184381.20,ENSRNOG00000012295,ENSMUSG00000042632
ENSG00000164458.10,ENSRNOG00000012229,ENSMUSG00000062327
ENSG00000107815.10,ENSRNOG00000014935,ENSMUSG00000025209
ENSG00000153391.16,ENSRNOG00000016532,ENSMUSG00000047989
ENSG00000170835.17,ENSRNOG00000010406,ENSMUSG00000026818
ENSG00000124532.15,ENSRNOG00000017545,ENSMUSG00000021339
ENSG00000113520.11,ENSRNOG00000007624,ENSMUSG00000000869
ENSG00000122779.18,ENSRNOG00000013251,ENSMUSG00000029833
ENSG00000130656.6,ENSRNOG00000020536,ENSMUSG00000055609
ENSG00000160271.16,ENSRNOG00000010219,ENSMUSG00000026821
ENSG00000164111.15,ENSRNOG00000014453,ENSMUSG00000027712
ENSG00000046604.14,ENSRNOG00000016526,ENSMUSG00000044393
ENSG00000186862.20,ENSRNOG00000032946,ENSMUSG00000074818
ENSG00000261150.3,ENSRNOG00000068431,ENSMUSG00000118671
ENSG00000178685.14,ENSRNOG00000004361,ENSMUSG00000063268
ENSG00000146090.16,ENSRNOG00000003005,ENSMUSG00000020374
ENSG00000237452.3,ENSRNOG00000067421,ENSMUSG00000085601
ENSG00000198932.13,ENSRNOG00000049985,ENSMUSG00000043384
ENSG00000107821.15,ENSRNOG00000016058,ENSMUSG00000025213
ENSG00000182810.7,ENSRNOG00000019817,ENSMUSG00000045538
ENSG00000123143.13,ENSRNOG00000004131,ENSMUSG00000057672
ENSG00000006459.11,ENSRNOG00000052445,ENSMUSG00000042599
ENSG00000072736.19,ENSRNOG00000054264,ENSMUSG00000031902
ENSG00000178409.14,ENSRNOG00000046505,ENSMUSG00000038214
ENSG00000067900.9,ENSRNOG00000031092,ENSMUSG00000024290
ENSG00000085377.15,ENSRNOG00000051061,ENSMUSG00000019849
ENSG00000119922.11,ENSRNOG00000036604,ENSMUSG00000045932
ENSG00000074527.13,ENSRNOG00000005573,ENSMUSG00000020019
ENSG00000095739.11,ENSRNOG00000016066,ENSMUSG00000024232
ENSG00000183742.13,ENSRNOG00000037436,ENSMUSG00000041886
ENSG00000101890.5,ENSRNOG00000019086,ENSMUSG00000042282
ENSG00000073803.14,ENSRNOG00000025423,ENSMUSG00000033618
ENSG00000101888.12,ENSRNOG00000019168,ENSMUSG00000042271
ENSG00000151651.16,ENSRNOG00000017897,ENSMUSG00000025473
ENSG00000213079.10,ENSRNOG00000016919,ENSMUSG00000046201
ENSG00000198939.8,ENSRNOG00000030750,ENSMUSG00000049321
ENSG00000176076.7,ENSRNOG00000019176,ENSMUSG00000090122
ENSG00000068366.21,ENSRNOG00000019180,ENSMUSG00000031278
ENSG00000187838.17,ENSRNOG00000027914,ENSMUSG00000019461
ENSG00000134042.14,ENSRNOG00000024426,ENSMUSG00000064036
ENSG00000091732.17,ENSRNOG00000010154,ENSMUSG00000039130
ENSG00000138411.13,ENSRNOG00000013257,ENSMUSG00000042807
ENSG00000249751.4,ENSRNOG00000039593,ENSMUSG00000073599
ENSG00000168135.4,ENSRNOG00000013869,ENSMUSG00000044216
ENSG00000211584.14,ENSRNOG00000053196,ENSMUSG00000081534
ENSG00000100196.11,ENSRNOG00000013577,ENSMUSG00000010830
ENSG00000145861.9,ENSRNOG00000003870,ENSMUSG00000046491
ENSG00000100201.23,ENSRNOG00000051170,ENSMUSG00000055065
ENSG00000164574.16,ENSRNOG00000002488,ENSMUSG00000020520
ENSG00000123737.13,ENSRNOG00000014674,ENSMUSG00000027714
ENSG00000178719.17,ENSRNOG00000029941,ENSMUSG00000022564
ENSG00000197415.12,ENSRNOG00000012427,ENSMUSG00000027831
ENSG00000105085.11,ENSRNOG00000012270,ENSMUSG00000045248
ENSG00000112144.16,ENSRNOG00000008691,ENSMUSG00000009828
ENSG00000198546.15,ENSRNOG00000018272,ENSMUSG00000025470
ENSG00000186583.12,ENSRNOG00000029590,ENSMUSG00000049653
ENSG00000164898.13,ENSRNOG00000005618,ENSMUSG00000019689
ENSG00000178814.17,ENSRNOG00000011781,ENSMUSG00000022562
ENSG00000130643.9,ENSRNOG00000018337,ENSMUSG00000025468
ENSG00000106554.13,ENSRNOG00000013211,ENSMUSG00000053768
ENSG00000082212.13,ENSRNOG00000015582,ENSMUSG00000024556
ENSG00000119638.14,ENSRNOG00000058572,ENSMUSG00000034290
ENSG00000073050.12,ENSRNOG00000019915,ENSMUSG00000051768
ENSG00000164325.8,ENSRNOG00000015472,ENSMUSG00000046082
ENSG00000165828.15,ENSRNOG00000018446,ENSMUSG00000025467
ENSG00000177666.17,ENSRNOG00000069673,ENSMUSG00000025509
ENSG00000239112.1,ENSRNOG00000061186,ENSMUSG00000089317
ENSG00000205544.4,ENSRNOG00000037540,ENSMUSG00000070394
ENSG00000128311.14,ENSRNOG00000000186,ENSMUSG00000044986
ENSG00000169992.10,ENSRNOG00000015430,ENSMUSG00000051790
ENSG00000223004.1,ENSRNOG00000058132,ENSMUSG00000065378
ENSG00000100055.21,ENSRNOG00000007679,ENSMUSG00000018008
ENSG00000251887.2,ENSRNOG00000061258,ENSMUSG00002075542
ENSG00000106400.12,ENSRNOG00000001418,ENSMUSG00000059518
ENSG00000148803.12,ENSRNOG00000018476,ENSMUSG00000025466
ENSG00000212561.1,ENSRNOG00000059003,ENSMUSG00000088928
ENSG00000095981.11,ENSRNOG00000006422,ENSMUSG00000023387
ENSG00000198983.1,ENSRNOG00000035622,ENSMUSG00000065575
ENSG00000238835.1,ENSRNOG00000061788,ENSMUSG00000088308
ENSG00000181323.8,ENSRNOG00000015419,ENSMUSG00000041165
ENSG00000179091.5,ENSRNOG00000012457,ENSMUSG00000022551
ENSG00000184560.8,ENSRNOG00000058939,ENSMUSG00000044084
ENSG00000170265.12,ENSRNOG00000026981,ENSMUSG00000025821
ENSG00000127884.5,ENSRNOG00000064647,ENSMUSG00000025465
ENSG00000283439.4,ENSRNOG00000069891,ENSMUSG00000109737
ENSG00000251975.1,ENSRNOG00000056680,ENSMUSG00000088149
ENSG00000181284.3,ENSRNOG00000015057,ENSMUSG00000089876
ENSG00000200756.1,ENSRNOG00000059980,ENSMUSG00000119654
ENSG00000138463.9,ENSRNOG00000002240,ENSMUSG00000022848
ENSG00000179526.17,ENSRNOG00000012812,ENSMUSG00000022552
ENSG00000161958.11,ENSRNOG00000014882,ENSMUSG00000042826
ENSG00000148832.16,ENSRNOG00000018838,ENSMUSG00000025464
ENSG00000177685.17,ENSRNOG00000019199,ENSMUSG00000048200
ENSG00000127528.6,ENSRNOG00000067705,ENSMUSG00000055148
ENSG00000164484.12,ENSRNOG00000047783,ENSMUSG00000049420
ENSG00000198995.3,ENSRNOG00000065444,ENSMUSG00000065417
ENSG00000131183.11,ENSRNOG00000015262,ENSMUSG00000021490
ENSG00000146966.13,ENSRNOG00000026748,ENSMUSG00000038456
ENSG00000175040.6,ENSRNOG00000047734,ENSMUSG00000033350
ENSG00000065268.11,ENSRNOG00000012379,ENSMUSG00000035754
ENSG00000135597.19,ENSRNOG00000059224,ENSMUSG00000019854
ENSG00000082684.16,ENSRNOG00000002238,ENSMUSG00000052133
ENSG00000170175.11,ENSRNOG00000014698,ENSMUSG00000041189
ENSG00000179632.10,ENSRNOG00000013514,ENSMUSG00000022553
ENSG00000145386.11,ENSRNOG00000015423,ENSMUSG00000027715
ENSG00000166897.16,ENSRNOG00000007934,ENSMUSG00000043460
ENSG00000177697.19,ENSRNOG00000062573,ENSMUSG00000025510
ENSG00000100060.18,ENSRNOG00000008133,ENSMUSG00000018169
ENSG00000138686.10,ENSRNOG00000015816,ENSMUSG00000037325
ENSG00000198055.11,ENSRNOG00000014615,ENSMUSG00000074886
ENSG00000225830.16,ENSRNOG00000030017,ENSMUSG00000054051
ENSG00000183479.13,ENSRNOG00000056983,ENSMUSG00000031372
ENSG00000198369.10,ENSRNOG00000004888,ENSMUSG00000045671
ENSG00000075413.19,ENSRNOG00000010330,ENSMUSG00000007411
ENSG00000101782.15,ENSRNOG00000023376,ENSMUSG00000024404
ENSG00000100065.15,ENSRNOG00000008401,ENSMUSG00000033170
ENSG00000197024.9,ENSRNOG00000006703,ENSMUSG00000062519
ENSG00000167874.7,ENSRNOG00000009870,ENSMUSG00000045377
ENSG00000197106.7,ENSRNOG00000050090,ENSMUSG00000027894
ENSG00000162944.11,ENSRNOG00000015594,ENSMUSG00000025978
ENSG00000182224.12,ENSRNOG00000066275,ENSMUSG00000044795
ENSG00000175556.17,ENSRNOG00000013092,ENSMUSG00000016239
ENSG00000235173.7,ENSRNOG00000029238,ENSMUSG00000022554
ENSG00000157703.16,ENSRNOG00000013378,ENSMUSG00000029830
ENSG00000170043.12,ENSRNOG00000037627,ENSMUSG00000049299
ENSG00000148296.7,ENSRNOG00000005031,ENSMUSG00000036160
ENSG00000138741.11,ENSRNOG00000016070,ENSMUSG00000027716
ENSG00000164941.14,ENSRNOG00000008124,ENSMUSG00000040738
ENSG00000148297.16,ENSRNOG00000005059,ENSMUSG00000015776
ENSG00000185946.16,ENSRNOG00000017310,ENSMUSG00000027981
ENSG00000170037.14,ENSRNOG00000008270,ENSMUSG00000032782
ENSG00000269058.6,ENSRNOG00000013260,ENSMUSG00000019732
ENSG00000141452.11,ENSRNOG00000012597,ENSMUSG00000024410
ENSG00000175054.16,ENSRNOG00000010027,ENSMUSG00000032409
ENSG00000205978.6,ENSRNOG00000048431,ENSMUSG00000075592
ENSG00000128585.18,ENSRNOG00000054514,ENSMUSG00000025609
ENSG00000139899.11,ENSRNOG00000020503,ENSMUSG00000040380
ENSG00000163083.6,ENSRNOG00000060237,ENSMUSG00000037035
ENSG00000184162.15,ENSRNOG00000022247,ENSMUSG00000071078
ENSG00000100441.10,ENSRNOG00000020506,ENSMUSG00000047153
ENSG00000144320.14,ENSRNOG00000001593,ENSMUSG00000009207
ENSG00000162627.17,ENSRNOG00000017077,ENSMUSG00000028007
ENSG00000128283.7,ENSRNOG00000008517,ENSMUSG00000049521
ENSG00000131188.12,ENSRNOG00000021447,ENSMUSG00000034686
ENSG00000118564.15,ENSRNOG00000005261,ENSMUSG00000039753
ENSG00000148303.17,ENSRNOG00000033843,ENSMUSG00000062647
ENSG00000105227.16,ENSRNOG00000018369,ENSMUSG00000053198
ENSG00000177830.18,ENSRNOG00000063613,ENSMUSG00000025512
ENSG00000100079.7,ENSRNOG00000008539,ENSMUSG00000043501
ENSG00000092009.10,ENSRNOG00000020563,ENSMUSG00000022225
ENSG00000138892.12,ENSRNOG00000032311,ENSMUSG00000022388
ENSG00000162695.12,ENSRNOG00000013912,ENSMUSG00000054414
ENSG00000128340.16,ENSRNOG00000007350,ENSMUSG00000033220
ENSG00000141458.13,ENSRNOG00000012016,ENSMUSG00000024413
ENSG00000187325.5,ENSRNOG00000061102,ENSMUSG00000047242
ENSG00000100448.4,ENSRNOG00000020647,ENSMUSG00000040314
ENSG00000158623.14,ENSRNOG00000011014,ENSMUSG00000025607
ENSG00000206611.1,ENSRNOG00000070841,ENSMUSG00000065258
ENSG00000265808.4,ENSRNOG00000018673,ENSMUSG00000027879
ENSG00000198105.16,ENSRNOG00000037251,ENSMUSG00000030145
ENSG00000021645.20,ENSRNOG00000047574,ENSMUSG00000066392
ENSG00000178662.16,ENSRNOG00000005359,ENSMUSG00000044647
ENSG00000105550.10,ENSRNOG00000020990,ENSMUSG00000030827
ENSG00000134247.10,ENSRNOG00000015655,ENSMUSG00000027864
ENSG00000132518.7,ENSRNOG00000007931,ENSMUSG00000020890
ENSG00000105552.15,ENSRNOG00000020956,ENSMUSG00000030826
ENSG00000162664.17,ENSRNOG00000047761,ENSMUSG00000029290
ENSG00000148291.10,ENSRNOG00000066832,ENSMUSG00000014873
ENSG00000179593.16,ENSRNOG00000007778,ENSMUSG00000020891
ENSG00000102078.16,ENSRNOG00000006871,ENSMUSG00000031105
ENSG00000154065.17,ENSRNOG00000046744,ENSMUSG00000057766
ENSG00000144355.15,ENSRNOG00000001520,ENSMUSG00000041911
ENSG00000139990.18,ENSRNOG00000004556,ENSMUSG00000049106
ENSG00000134253.10,ENSRNOG00000015347,ENSMUSG00000033233
ENSG00000141646.16,ENSRNOG00000051965,ENSMUSG00000024515
ENSG00000144331.20,ENSRNOG00000019065,ENSMUSG00000027016
ENSG00000189320.9,ENSRNOG00000011750,ENSMUSG00000047420
ENSG00000164938.14,ENSRNOG00000007964,ENSMUSG00000028211
ENSG00000175077.6,ENSRNOG00000021992,ENSMUSG00000033383
ENSG00000106018.14,ENSRNOG00000004317,ENSMUSG00000011171
ENSG00000183508.5,ENSRNOG00000070242,ENSMUSG00000044468
ENSG00000113716.13,ENSRNOG00000018132,ENSMUSG00000024622
ENSG00000175073.8,ENSRNOG00000006980,ENSMUSG00000045210
ENSG00000179477.11,ENSRNOG00000022210,ENSMUSG00000032807
ENSG00000185340.16,ENSRNOG00000009040,ENSMUSG00000034201
ENSG00000169359.16,ENSRNOG00000010023,ENSMUSG00000027822
ENSG00000019186.10,ENSRNOG00000013062,ENSMUSG00000038567
ENSG00000198765.12,ENSRNOG00000016835,ENSMUSG00000027855
ENSG00000144118.14,ENSRNOG00000002440,ENSMUSG00000004451
ENSG00000103067.14,ENSRNOG00000023177,ENSMUSG00000084128
ENSG00000182578.14,ENSRNOG00000018414,ENSMUSG00000024621
ENSG00000109743.11,ENSRNOG00000003064,ENSMUSG00000029082
ENSG00000198870.8,ENSRNOG00000027911,ENSMUSG00000049897
ENSG00000104205.16,ENSRNOG00000049052,ENSMUSG00000025915
ENSG00000179111.9,ENSRNOG00000007391,ENSMUSG00000023781
ENSG00000148300.12,ENSRNOG00000027867,ENSMUSG00000052406
ENSG00000206199.11,ENSRNOG00000070034,ENSMUSG00000074591
ENSG00000165606.10,ENSRNOG00000020045,ENSMUSG00000041730
ENSG00000166562.9,ENSRNOG00000017036,ENSMUSG00000024516
ENSG00000188816.4,ENSRNOG00000020638,ENSMUSG00000050100
ENSG00000227345.9,ENSRNOG00000019978,ENSMUSG00000021911
ENSG00000179094.16,ENSRNOG00000007387,ENSMUSG00000020893
ENSG00000092140.16,ENSRNOG00000004232,ENSMUSG00000035293
ENSG00000169903.7,ENSRNOG00000016437,ENSMUSG00000027801
ENSG00000120457.12,ENSRNOG00000033796,ENSMUSG00000032034
ENSG00000064787.14,ENSRNOG00000012906,ENSMUSG00000013523
ENSG00000112584.14,ENSRNOG00000058790,ENSMUSG00000014763
ENSG00000103066.13,ENSRNOG00000019859,ENSMUSG00000031903
ENSG00000121853.4,ENSRNOG00000024119,ENSMUSG00000051136
ENSG00000196588.21,ENSRNOG00000018803,ENSMUSG00000042292
ENSG00000149308.17,ENSRNOG00000024934,ENSMUSG00000033054
ENSG00000215018.10,ENSRNOG00000033618,ENSMUSG00000068794
ENSG00000143398.20,ENSRNOG00000021068,ENSMUSG00000028126
ENSG00000174948.6,ENSRNOG00000014793,ENSMUSG00000043441
ENSG00000160325.15,ENSRNOG00000005840,ENSMUSG00000015488
ENSG00000188042.8,ENSRNOG00000069663,ENSMUSG00000049866
ENSG00000087076.9,ENSRNOG00000020949,ENSMUSG00000030825
ENSG00000163659.13,ENSRNOG00000011238,ENSMUSG00000034640
ENSG00000135632.12,ENSRNOG00000015589,ENSMUSG00000033706
ENSG00000136014.12,ENSRNOG00000005637,ENSMUSG00000020020
ENSG00000177283.8,ENSRNOG00000069521,ENSMUSG00000036904
ENSG00000113721.14,ENSRNOG00000018461,ENSMUSG00000024620
ENSG00000151923.18,ENSRNOG00000020271,ENSMUSG00000030846
ENSG00000109193.12,ENSRNOG00000001957,ENSMUSG00000029272
ENSG00000103064.15,ENSRNOG00000019943,ENSMUSG00000031904
ENSG00000104808.8,ENSRNOG00000020883,ENSMUSG00000011382
ENSG00000160326.14,ENSRNOG00000005900,ENSMUSG00000036067
ENSG00000096060.15,ENSRNOG00000022523,ENSMUSG00000024222
ENSG00000088992.18,ENSRNOG00000019427,ENSMUSG00000055826
ENSG00000166323.13,ENSRNOG00000007266,ENSMUSG00000005131
ENSG00000199023.3,ENSRNOG00000035479,ENSMUSG00000065593
ENSG00000147262.5,ENSRNOG00000024517,ENSMUSG00000051209
ENSG00000102174.10,ENSRNOG00000023440,ENSMUSG00000057457
ENSG00000126545.14,ENSRNOG00000055596,ENSMUSG00000070702
ENSG00000206838.1,ENSRNOG00000057816,ENSMUSG00000064495
ENSG00000201772.1,ENSRNOG00000057537,ENSMUSG00000065686
ENSG00000135960.10,ENSRNOG00000028598,ENSMUSG00000003227
ENSG00000277184.1,ENSRNOG00000056382,ENSMUSG00000064513
ENSG00000146151.14,ENSRNOG00000011193,ENSMUSG00000007908
ENSG00000122965.11,ENSRNOG00000001397,ENSMUSG00000029594
ENSG00000092108.22,ENSRNOG00000031203,ENSMUSG00000020952
ENSG00000158258.16,ENSRNOG00000043085,ENSMUSG00000032452
ENSG00000109846.9,ENSRNOG00000010524,ENSMUSG00000032060
ENSG00000164307.13,ENSRNOG00000009997,ENSMUSG00000021583
ENSG00000114796.16,ENSRNOG00000033372,ENSMUSG00000062901
ENSG00000105856.14,ENSRNOG00000008927,ENSMUSG00000002996
ENSG00000215251.5,ENSRNOG00000053270,ENSMUSG00000079043
ENSG00000196505.11,ENSRNOG00000019754,ENSMUSG00000027865
ENSG00000163600.13,ENSRNOG00000046196,ENSMUSG00000026009
ENSG00000179029.15,ENSRNOG00000006519,ENSMUSG00000020895
ENSG00000101161.8,ENSRNOG00000051498,ENSMUSG00000002455
ENSG00000165449.12,ENSRNOG00000049063,ENSMUSG00000037762
ENSG00000061656.11,ENSRNOG00000048056,ENSMUSG00000038180
ENSG00000065809.14,ENSRNOG00000014886,ENSMUSG00000026655
ENSG00000138400.13,ENSRNOG00000012891,ENSMUSG00000025963
ENSG00000196544.8,ENSRNOG00000006513,ENSMUSG00000045176
ENSG00000103061.13,ENSRNOG00000020049,ENSMUSG00000033106
ENSG00000178999.13,ENSRNOG00000005659,ENSMUSG00000020897
ENSG00000134200.4,ENSRNOG00000016793,ENSMUSG00000027857
ENSG00000140093.10,ENSRNOG00000050761,ENSMUSG00000061947
ENSG00000065183.16,ENSRNOG00000019670,ENSMUSG00000033285
ENSG00000136514.3,ENSRNOG00000066242,ENSMUSG00000033355
ENSG00000103056.12,ENSRNOG00000000257,ENSMUSG00000031906
ENSG00000198185.12,ENSRNOG00000019099,ENSMUSG00000017667
ENSG00000102287.19,ENSRNOG00000061182,ENSMUSG00000031340
ENSG00000178460.18,ENSRNOG00000021702,ENSMUSG00000046101
ENSG00000170099.6,ENSRNOG00000009438,ENSMUSG00000060807
ENSG00000170276.6,ENSRNOG00000051792,ENSMUSG00000038086
ENSG00000111863.13,ENSRNOG00000014481,ENSMUSG00000058022
ENSG00000144730.19,ENSRNOG00000021966,ENSMUSG00000040717
ENSG00000153902.14,ENSRNOG00000021087,ENSMUSG00000036560
ENSG00000150764.14,ENSRNOG00000010260,ENSMUSG00000032064
ENSG00000122707.12,ENSRNOG00000014863,ENSMUSG00000028476
ENSG00000100983.12,ENSRNOG00000018964,ENSMUSG00000027610
ENSG00000163393.13,ENSRNOG00000033051,ENSMUSG00000033147
ENSG00000172209.6,ENSRNOG00000008423,ENSMUSG00000044067
ENSG00000111726.13,ENSRNOG00000013816,ENSMUSG00000030282
ENSG00000184058.16,ENSRNOG00000001892,ENSMUSG00000009097
ENSG00000154415.8,ENSRNOG00000059350,ENSMUSG00000042717
ENSG00000214113.11,ENSRNOG00000047970,ENSMUSG00000046573
ENSG00000185028.4,ENSRNOG00000028357,ENSMUSG00000021579
ENSG00000102119.12,ENSRNOG00000058882,ENSMUSG00000001964
ENSG00000164366.4,ENSRNOG00000066093,ENSMUSG00000021578
ENSG00000138376.11,ENSRNOG00000014960,ENSMUSG00000026196
ENSG00000163156.12,ENSRNOG00000021092,ENSMUSG00000092607
ENSG00000103150.7,ENSRNOG00000014522,ENSMUSG00000074064
ENSG00000180104.16,ENSRNOG00000039776,ENSMUSG00000034152
ENSG00000164778.4,ENSRNOG00000006846,ENSMUSG00000039095
ENSG00000124785.9,ENSRNOG00000050767,ENSMUSG00000039114
ENSG00000110931.19,ENSRNOG00000001309,ENSMUSG00000029471
ENSG00000175600.16,ENSRNOG00000066247,ENSMUSG00000055137
ENSG00000140961.14,ENSRNOG00000014948,ENSMUSG00000074063
ENSG00000159921.20,ENSRNOG00000014365,ENSMUSG00000028479
ENSG00000124491.16,ENSRNOG00000015957,ENSMUSG00000039109
ENSG00000186910.4,ENSRNOG00000011141,ENSMUSG00000063232
ENSG00000254341.2,ENSRNOG00000060290,ENSMUSG00000093178
ENSG00000147364.17,ENSRNOG00000042464,ENSMUSG00000038365
ENSG00000099949.22,ENSRNOG00000001870,ENSMUSG00000022761
ENSG00000170054.16,ENSRNOG00000042391,ENSMUSG00000058260
ENSG00000147234.11,ENSRNOG00000065509,ENSMUSG00000042425
ENSG00000066230.12,ENSRNOG00000015159,ENSMUSG00000036123
ENSG00000103160.12,ENSRNOG00000015576,ENSMUSG00000034189
ENSG00000178921.14,ENSRNOG00000005193,ENSMUSG00000020899
ENSG00000150776.18,ENSRNOG00000009958,ENSMUSG00000059820
ENSG00000132465.12,ENSRNOG00000003666,ENSMUSG00000067149
ENSG00000024862.18,ENSRNOG00000053347,ENSMUSG00000059554
ENSG00000258227.7,ENSRNOG00000026306,ENSMUSG00000029915
ENSG00000079335.20,ENSRNOG00000014515,ENSMUSG00000033502
ENSG00000186212.4,ENSRNOG00000002202,ENSMUSG00000045314
ENSG00000154099.18,ENSRNOG00000015590,ENSMUSG00000031831
ENSG00000138246.17,ENSRNOG00000011491,ENSMUSG00000032560
ENSG00000118816.11,ENSRNOG00000002125,ENSMUSG00000063015
ENSG00000165953.10,ENSRNOG00000042634,ENSMUSG00000041567
ENSG00000150779.12,ENSRNOG00000009888,ENSMUSG00000039016
ENSG00000129484.14,ENSRNOG00000008892,ENSMUSG00000036023
ENSG00000140955.11,ENSRNOG00000015690,ENSMUSG00000024266
ENSG00000150782.12,ENSRNOG00000009848,ENSMUSG00000039217
ENSG00000174417.3,ENSRNOG00000005048,ENSMUSG00000038760
ENSG00000257138.1,ENSRNOG00000026225,ENSMUSG00000058250
ENSG00000134962.7,ENSRNOG00000002834,ENSMUSG00000029195
ENSG00000119414.12,ENSRNOG00000015145,ENSMUSG00000026753
ENSG00000170775.3,ENSRNOG00000002524,ENSMUSG00000039904
ENSG00000120533.13,ENSRNOG00000004681,ENSMUSG00000022338
ENSG00000126950.8,ENSRNOG00000001506,ENSMUSG00000033578
ENSG00000102384.14,ENSRNOG00000033335,ENSMUSG00000031262
ENSG00000121897.15,ENSRNOG00000002759,ENSMUSG00000029199
ENSG00000125434.11,ENSRNOG00000004668,ENSMUSG00000018740
ENSG00000146039.11,ENSRNOG00000022505,ENSMUSG00000021336
ENSG00000136933.17,ENSRNOG00000018591,ENSMUSG00000070953
ENSG00000112877.8,ENSRNOG00000015465,ENSMUSG00000021572
ENSG00000166558.11,ENSRNOG00000025503,ENSMUSG00000034224
ENSG00000213397.12,ENSRNOG00000055648,ENSMUSG00000031371
ENSG00000150783.10,ENSRNOG00000049470,ENSMUSG00000032065
ENSG00000169896.18,ENSRNOG00000019728,ENSMUSG00000030786
ENSG00000124568.12,ENSRNOG00000042692,ENSMUSG00000021335
ENSG00000171368.12,ENSRNOG00000028261,ENSMUSG00000021573
ENSG00000044574.9,ENSRNOG00000018294,ENSMUSG00000026864
ENSG00000120526.12,ENSRNOG00000024929,ENSMUSG00000038736
ENSG00000086666.19,ENSRNOG00000013506,ENSMUSG00000030629
ENSG00000197580.13,ENSRNOG00000038746,ENSMUSG00000032066
ENSG00000100991.12,ENSRNOG00000019152,ENSMUSG00000038324
ENSG00000198844.12,ENSRNOG00000004566,ENSMUSG00000052921
ENSG00000113924.12,ENSRNOG00000002701,ENSMUSG00000022821
ENSG00000115844.11,ENSRNOG00000001519,ENSMUSG00000023391
ENSG00000200959.1,ENSRNOG00000051492,ENSMUSG00000065649
